Problem ID,Function ID,Instance ID,Algorithm,Best Solution (X),Best Function Value (F)
bbob_f001_i13_d20,1,13,PSO,"[-3.047963767812642, 1.1716700747657793, 0.46201860263722194, 0.4203336994475399, -3.904770113828636, -0.8597917090489517, -1.583088853168487, 0.9454638538423703, 0.752432445065515, 0.5463428496474534, -2.885650686685847, 2.220699614587631, 0.43846807440545293, -3.4704083625358284, -3.044146436920173, 0.15752612107971756, 1.3976151515805209, -0.6560336539472162, 0.2212300869742239, 1.9700091294554598]",-78.99999894237308
bbob_f001_i13_d20,1,13,CMAES,"[-3.048000004839797, 1.1712000082402376, 0.46159997749271486, 0.4200000094450882, -3.904799992607326, -0.8600000638200411, -1.5831999757991042, 0.9456000182998654, 0.7528000430580555, 0.5464000177465556, -2.8855999784316753, 2.2207999777973644, 0.43840002901444386, -3.470400042516891, -3.0439999678317893, 0.1576000421908823, 1.3976000031010551, -0.6560000475364145, 0.22160002570129578, 1.9703999604134204]",-78.99999999999999
bbob_f001_i13_d20,1,13,DE,"[-3.0656054004700084, 1.1302176511456843, 0.49607985364755447, 0.4221804530955028, -3.899910128749272, -0.8324112720716926, -1.553262476392451, 0.970975460011494, 0.7439079642441686, 0.5813445335754642, -2.877648775150205, 2.191547680788446, 0.41981132217576367, -3.4639272834134314, -3.035366765984549, 0.17744315067758595, 1.4239481548158395, -0.6909358536425707, 0.2258108511282368, 1.9797156558194626]",-78.98939758514662
bbob_f001_i13_d20,1,13,L-BFGS-B,"[-3.047999985983653, 1.1711993726090355, 0.46159949812433476, 0.4199991880162935, -3.9048001357604765, -0.8600010751758194, -1.5832002872985305, 0.9456004523111982, 0.7527996721661508, 0.5463998428434197, -2.8856006345157974, 2.2208002342012567, 0.43840008598925256, -3.4704010959814857, -3.0439995756837015, 0.15759964553367958, 1.3975997950538799, -0.6559994627915335, 0.22160042090952933, 1.9704010770378693]",-78.99999999999346
bbob_f001_i13_d20,1,13,BIPOP-CMAES,"[-3.0479999717151625, 1.1712000175465347, 0.46159999195170165, 0.419999986717389, -3.904799986831323, -0.8600000232881059, -1.5832000139662887, 0.945600017201321, 0.7527999953631229, 0.5464000048981913, -2.885599987279821, 2.2208000117239526, 0.43840000268673157, -3.4703999727344472, -3.044000000250249, 0.15760004372954597, 1.3975999900662814, -0.6559999847405485, 0.22160003317260138, 1.9703999982064249]",-79.0
bbob_f001_i14_d20,1,14,PSO,"[0.4535501850648374, -1.4486537679896638, -0.924892404118187, -1.5312949958287432, 2.6120034085805512, -2.95996508033388, -3.041441019645485, -3.7432139704423566, -2.1999722218125783, 1.452059493164928, 0.595869423793984, 2.9319629845325546, 3.8353476323570757, -2.5911923102397743, -2.4010370786052757, -3.3656205507642802, -2.2046854056361314, -3.734373551533267, 1.3438841871267602, -3.7176877537233937]",-41.329999795711885
bbob_f001_i14_d20,1,14,CMAES,"[0.4536000634471824, -1.448799969371008, -0.9248000119892312, -1.531199965669943, 2.612000041784894, -2.96000000731637, -3.0416000010744018, -3.7431999880463214, -2.199999981233301, 1.4519999759681035, 0.5960000024868712, 2.932000042087517, 3.8351999385493123, -2.591199959821896, -2.4007999538974376, -3.3656000072253653, -2.2048000560906766, -3.734399999570112, 1.343999973984479, -3.717599962054639]",-41.32999999999998
bbob_f001_i14_d20,1,14,DE,"[0.4782066351310494, -1.4421171101593782, -0.9171128244024984, -1.5487001037440666, 2.6189243995743903, -2.9509322378885208, -3.055798278388159, -3.736510616580935, -2.2198745996406055, 1.4142227435486094, 0.5698409817532193, 2.9396776406367326, 3.8232122468077043, -2.603448788082672, -2.3828979881551864, -3.3478578376476116, -2.1771602749766688, -3.740165361623988, 1.321214805694423, -3.696648562327263]",-41.3233583073918
bbob_f001_i14_d20,1,14,L-BFGS-B,"[0.4536003764772074, -1.4488001669832702, -0.9247999213427076, -1.531200127598842, 2.6119992247870845, -2.9600003475527545, -3.0415994977049343, -3.743200357871983, -2.199999623129858, 1.4519995250290503, 0.5959994179366923, 2.9319996434985907, 3.835199757945684, -2.5912004090321523, -2.4008008212487746, -3.365600592738769, -2.204800495704006, -3.7343998573661183, 1.3440002272279388, -3.717599437662961]",-41.329999999995984
bbob_f001_i14_d20,1,14,BIPOP-CMAES,"[0.45360002209799677, -1.4488000326405963, -0.9248000114289047, -1.5311999829334353, 2.6120000098751106, -2.95999998374061, -3.0416000489400417, -3.743199992395856, -2.200000025781395, 1.4519999948697266, 0.5960000002300427, 2.932000023525362, 3.8351999926090814, -2.591200008727307, -2.4008000185415, -3.3655999508533365, -2.204799992155655, -3.7344000129825217, 1.3440000167011232, -3.717600009991957]",-41.32999999999999
bbob_f001_i15_d20,1,15,PSO,"[-3.8500211732546874, -2.672614093424464, -3.3619725109026204, -1.3653822245628686, -1.6776087738243992, -3.721595212564154, 0.7905640068372065, -1.4911894090474032, -0.49824570382309014, 2.747886428567871, 2.8086889656639187, 1.062370983782847, -0.7812140691382927, -0.01438480975808486, 3.0378124488545195, 3.801684415297712, -2.8793533909644493, -0.30313060714155476, -2.8223453986492135, -1.2751118714781422]",212.75000070428467
bbob_f001_i15_d20,1,15,CMAES,"[-3.850400005470787, -2.6727998800207886, -3.361600044082815, -1.3655999613427845, -1.6775999556472625, -3.72160004686703, 0.7903999877483736, -1.4911999878237414, -0.4984000349278217, 2.7480000255483095, 2.8088000015523598, 1.0623999769204424, -0.7807999494108415, -0.014399987605655085, 3.037599910009181, 3.801599963278381, -2.879200029130604, -0.3032000506065611, -2.8223999860693323, -1.2751999638004023]",212.75000000000003
bbob_f001_i15_d20,1,15,DE,"[-3.845441894589063, -2.634662838576708, -3.348779875792573, -1.386475321853395, -1.6775570220734128, -3.7203204700324894, 0.8006105021327747, -1.498214857451743, -0.4949526052359252, 2.725007878787461, 2.782857617550015, 1.0529250488219133, -0.7819304964001298, -0.031552466303000085, 3.055633050544643, 3.781182299821289, -2.8606644862497808, -0.30698428293787344, -2.8296150052676676, -1.2805327505346926]",212.75501350534785
bbob_f001_i15_d20,1,15,L-BFGS-B,"[-3.8504022248493164, -2.67280159592709, -3.36160277889469, -1.3656012786931535, -1.677601579151909, -3.7216020757102135, 0.7904000128415251, -1.4911995400908025, -0.4984026133943445, 2.747998946150528, 2.8087998573567816, 1.062398656966258, -0.7808014468412, -0.01440051984368243, 3.037599882092817, 3.8015999503615183, -2.8792013082525756, -0.30320032529929514, -2.8224007797092177, -1.2752012060993116]",212.7500000000399
bbob_f001_i15_d20,1,15,BIPOP-CMAES,"[-3.850400013702256, -2.672799985319839, -3.3615999435265627, -1.3655999644352736, -1.6775999700352313, -3.721599997463541, 0.7904000231485773, -1.4911999851051139, -0.4984000252062656, 2.7479999765982686, 2.8088000427133153, 1.0624000134406466, -0.7808000217002673, -0.01440002879846744, 3.0375999455279654, 3.8016000802870753, -2.879200083759023, -0.3032000305628444, -2.82240000349926, -1.2752000523431042]",212.75000000000003
bbob_f001_i16_d20,1,16,PSO,"[2.814519324648501, -1.7095404447417633, -2.055266871964624, 1.9307099278555524, 0.580749607642192, -1.434230453792893, -2.42940913952125, -1.0435513373782823, -1.4963683202114824, -2.508480687123837, 2.7008574648416754, 0.577472934375418, 2.5114751811472353, 0.4809351128615041, -0.25036033676064007, -2.9494149666177902, 2.4355343877387976, 3.3202634192670466, 1.7275153905198357, 1.7387543232967646]",6.480001448840968
bbob_f001_i16_d20,1,16,CMAES,"[2.8143999796053034, -1.7096000069237678, -2.0551999895104656, 1.9312000294603404, 0.580799982482981, -1.434400001606515, -2.4295999765990306, -1.0431999878963722, -1.496000017011104, -2.5079999667772186, 2.7007999607411337, 0.5775999585083191, 2.5111999641115776, 0.480800012775898, -0.25040001559850733, -2.949599978817225, 2.435199993916485, 3.3199999725928038, 1.7271999947805785, 1.7391999912694542]",6.48000000000001
bbob_f001_i16_d20,1,16,DE,"[2.8075453307633707, -1.7053962846159951, -2.046216687396323, 1.9372220291652895, 0.6225233893837172, -1.439643565416469, -2.429912414838825, -1.0396193302949903, -1.509917396938451, -2.485723757470222, 2.684756693721888, 0.5745535629996064, 2.4729963842606386, 0.48879155448532907, -0.2633644402465206, -2.925824344181698, 2.4503767785003028, 3.3127945218002695, 1.7231898445353568, 1.744119045993664]",6.485498742427226
bbob_f001_i16_d20,1,16,L-BFGS-B,"[2.8143999501063037, -1.7095995437059575, -2.0551997898178103, 1.9312002635904908, 0.5807995376554722, -1.4344000545849118, -2.429600209685649, -1.0432003260905052, -1.4960001453017726, -2.5080002524744778, 2.700800054534984, 0.5776002356767321, 2.5111996692709613, 0.48080021723174315, -0.25040009727781437, -2.949600012529594, 2.4351999888625007, 3.3200004171674973, 1.7272000208692049, 1.7391999962518216]",6.480000000001176
bbob_f001_i16_d20,1,16,BIPOP-CMAES,"[2.814399996949977, -1.7095999999891291, -2.055199994787759, 1.9311999969280964, 0.5808000016301338, -1.4344000052962416, -2.429600001014523, -1.0432000018574688, -1.4959999951689902, -2.50799999660766, 2.700799999528699, 0.577599993223857, 2.511200001600204, 0.4807999960243988, -0.2504000047389178, -2.949600002681314, 2.4351999973950185, 3.3199999930455912, 1.72720000108709, 1.7392000044460632]",6.48
bbob_f001_i17_d20,1,17,PSO,"[1.815488716154837, -3.469185724670096, 0.31230482719345637, 0.9455926504577682, -3.735322515359095, -1.2274084149180773, -1.5469071487892547, -0.3873592152915935, -0.6472677671126958, -3.012630495542547, -2.487091906768486, -3.882944241621564, 3.514412075678445, 2.859781125684332, 3.518672915857386, -0.4987496671709306, 3.7364879998620832, -0.8756910459354857, 3.0205060781323376, -1.5790343809859155]",-299.5099965211243
bbob_f001_i17_d20,1,17,CMAES,"[1.8160000899769084, -3.4688000514450805, 0.3120000819605515, 0.945599938112526, -3.7351999956990682, -1.2279999688494225, -1.5472001174275114, -0.38800008311150247, -0.6472000150064625, -3.013600107208846, -2.487200008967174, -3.8824000246360604, 3.514399941160253, 2.860000057203484, 3.518399973103019, -0.4983999979324869, 3.735999941945927, -0.875999958763737, 3.020000036723218, -1.579199974821118]",-299.50999999999993
bbob_f001_i17_d20,1,17,DE,"[1.8216217536929156, -3.4399356733443858, 0.27908079658990825, 0.9281245632713617, -3.7229269070770155, -1.2603737801594317, -1.5521816850129855, -0.39835346077655137, -0.6811952527456521, -3.0366457456555356, -2.4611358023208085, -3.898876246847203, 3.501975339341164, 2.859436390426758, 3.5033693910820674, -0.46492284315116333, 3.7072775881293927, -0.8929785387819775, 3.049079719073628, -1.5443538125448173]",-299.4991034235421
bbob_f001_i17_d20,1,17,L-BFGS-B,"[1.816000164149313, -3.468800510149821, 0.3120007704411944, 0.9456007028047225, -3.7351998865228744, -1.228000157381166, -1.5471990136822376, -0.3880001660376911, -0.6471987559795197, -3.0135997362891627, -2.4871998960391126, -3.8823988434768326, 3.5144008014507584, 2.8600005770221344, 3.518401557138551, -0.4983978475153278, 3.735999601571823, -0.8759980067752261, 3.0199995226109313, -1.5791995154976557]",-299.50999999998197
bbob_f001_i17_d20,1,17,BIPOP-CMAES,"[1.8159998835406654, -3.4688000598685726, 0.31199996673058894, 0.9455999782995159, -3.7352000270082857, -1.2280000787859402, -1.547200046977058, -0.3880000341320455, -0.6472000459892907, -3.0136001358063944, -2.4871999644458027, -3.8823999649974055, 3.5144000875402983, 2.860000075238472, 3.5184000380133313, -0.4984000784078331, 3.7360000042689965, -0.8759999939165833, 3.020000073844441, -1.579199958689538]",-299.50999999999993
bbob_f001_i18_d20,1,18,PSO,"[-3.9351563182214835, -1.3920867086488682, -2.0288093058260497, 2.410411328756125, -2.818596765623925, -0.08858837164520145, 3.0912480354467657, -0.2695095438224345, 1.6545219796943045, 1.4496072984571158, -2.3960896577692674, 1.2793270140173014, 2.611905970696192, -3.8848250254187255, -3.727873148124613, 1.7632902562208637, 0.4820250781483823, -0.9231719337747516, -3.46330340954526, 1.1503259011912268]",165.3000003741065
bbob_f001_i18_d20,1,18,CMAES,"[-3.935200029272849, -1.391999992264887, -2.0287999836125437, 2.4104000044986043, -2.8184000067552755, -0.08880005226396737, 3.0911999636314356, -0.26960001741922746, 1.6543999730553383, 1.449600029684924, -2.3960000753868442, 1.279200096094498, 2.6119999617009118, -3.8848000158191573, -3.7279999524418446, 1.763200085910718, 0.48160003645481897, -0.9232000650927938, -3.463199950798611, 1.150399968692236]",165.30000000000004
bbob_f001_i18_d20,1,18,DE,"[-3.922045046808937, -1.4041558748261016, -2.0248828916068384, 2.4051692332110925, -2.7986791905379738, -0.11156730631931192, 3.08273258967329, -0.2868539831679995, 1.6924851843983322, 1.4423316798015802, -2.3597965180807012, 1.2899564037541995, 2.5999469429282636, -3.9054551892813008, -3.767192985329044, 1.7448420153558937, 0.4615335618396751, -0.916182401303448, -3.4674268912445747, 1.1283127784992728]",165.3079725216786
bbob_f001_i18_d20,1,18,L-BFGS-B,"[-3.935199708129977, -1.3920002142406809, -2.0288006234284834, 2.410399989876317, -2.818399658438423, -0.08880091588034376, 3.0911997505292343, -0.26960021545430185, 1.654400283516137, 1.44960012016953, -2.3960006020093076, 1.2791996333518363, 2.6119987196685903, -3.88480004899492, -3.727999921578609, 1.76319939556305, 0.4816007310579044, -0.9232005319465943, -3.463199696361035, 1.150398734550987]",165.30000000000672
bbob_f001_i18_d20,1,18,BIPOP-CMAES,"[-3.935200014824882, -1.3920000321088177, -2.0287999918246924, 2.4103999613291944, -2.818400015458667, -0.08879996195903915, 3.091200030326787, -0.26959995263314585, 1.6543999347607266, 1.4496000096553494, -2.3960000220894835, 1.2791999596844965, 2.6119999611054925, -3.8847999438601155, -3.7280000679956706, 1.7631999266403975, 0.4815999356262259, -0.9232000786427716, -3.463200012360715, 1.1503999713017525]",165.30000000000004
bbob_f001_i19_d20,1,19,PSO,"[1.3036006288386721, -1.143508380562498, -1.6503158477686874, 2.9452785771675285, -2.0255544468360602, -1.3501621767732115, 3.313784769957303, 2.2258106477492996, 0.5317050063268598, 0.016864863179340543, 2.9148776969847545, -2.5535939410520356, -1.6480499289331143, -1.1039919772055957, -2.409129004930474, -1.5595185590662364, 0.5957766171597638, 0.8268559545309417, 2.0205485118570365, -2.669774513762941]",-173.7099946207918
bbob_f001_i19_d20,1,19,CMAES,"[1.303999969110734, -1.1440000931131946, -1.6495999974627895, 2.9447999781100895, -2.0263999310402663, -1.3503999463675105, 3.312800028531612, 2.2256000476056332, 0.5312000303276543, 0.016799946601996574, 2.915200036147141, -2.5543999373844835, -1.6472000381610314, -1.1040000647166126, -2.4095999810210382, -1.5600000207098401, 0.5959999677435963, 0.8272000001603033, 2.0208000401388944, -2.6695999704214786]",-173.70999999999998
bbob_f001_i19_d20,1,19,DE,"[1.288973721923853, -1.162634903734561, -1.6325422944129158, 2.9624968867495554, -2.033825860198737, -1.334374953081465, 3.308963196101015, 2.176599130329717, 0.5009467765274673, 0.02344418921444616, 2.8760548085334388, -2.545163895131968, -1.6194469811464702, -1.1093729687681297, -2.425685066030869, -1.5745435324956643, 0.6059460159077412, 0.8138497672243017, 2.0223047870862643, -2.6887162920527516]",-173.7016038084704
bbob_f001_i19_d20,1,19,L-BFGS-B,"[1.3040000620343108, -1.143998548045161, -1.6495990114322008, 2.9447998527705246, -2.026399407974042, -1.35039942611785, 3.3127996157071062, 2.225599646327801, 0.5312009957882649, 0.016800699451421746, 2.915200207540211, -2.5543995233807624, -1.6471992809018006, -1.1039991147670465, -2.4095998093870152, -1.5599998860999547, 0.5960006189968032, 0.8272000017843985, 2.0207999127119503, -2.6695999260099925]",-173.70999999999245
bbob_f001_i19_d20,1,19,BIPOP-CMAES,"[1.304000011841606, -1.1440000074428627, -1.649600016453688, 2.9447999741441193, -2.026399958336177, -1.350399971887304, 3.3127999711439107, 2.225600023252443, 0.5311999966591548, 0.016799953156811768, 2.9151999837036104, -2.5544000207255673, -1.6472000256367534, -1.1039999911741196, -2.409599998543567, -1.5599999618674314, 0.5959999765165449, 0.8272000043707827, 2.020800028741774, -2.669600033964352]",-173.71
bbob_f001_i20_d20,1,20,PSO,"[-1.2296950987000912, -1.702237389194775, -3.3882471161528156, 2.8292037228546714, 3.2006379508204033, 2.3509067299364896, -0.9563581138985736, -0.4296705727552607, -1.7418861613799166, 2.422704587524187, 0.6014921817518181, -2.1665076837250608, 2.889503143841634, -1.0682489283069492, -3.6824065220733075, -0.2542488807873516, -1.872004316546894, -1.0395210309034528, -1.1592691330924103, 0.23734524319403186]",56.94000677114286
bbob_f001_i20_d20,1,20,CMAES,"[-1.2304000017183423, -1.7016000161027294, -3.3888000385769024, 2.828800046799115, 3.200799997333249, 2.35039996587279, -0.9568000814052438, -0.4295999804212327, -1.740800018735417, 2.4224000206600653, 0.6016000110346456, -2.166400091085874, 2.8887999009724075, -1.0688000169559975, -3.682399992548929, -0.25520003678529335, -1.8719999894726969, -1.039200038763131, -1.1592000597001162, 0.2360000171836969]",56.94000000000003
bbob_f001_i20_d20,1,20,DE,"[-1.259639623017058, -1.7074360317631823, -3.3935549003506438, 2.8290440776387, 3.2160582699979994, 2.3544849344210057, -0.9699444238457646, -0.45194705532408597, -1.7183023592851305, 2.418901243878323, 0.5798775703973638, -2.1588260496014424, 2.8733536459514823, -1.0697534002945723, -3.6576226512081753, -0.2584274824368612, -1.8749711430396385, -1.0330107991797428, -1.158820151890013, 0.3117135046611667]",56.949524610981186
bbob_f001_i20_d20,1,20,L-BFGS-B,"[-1.2303988971169366, -1.7015999842889908, -3.388798280195281, 2.828798841550843, 3.200799977109824, 2.350399482791053, -0.9568001368832724, -0.4296003709801154, -1.7407999630251123, 2.4223998433573364, 0.6015990459043142, -2.1663992954424938, 2.8888005707740536, -1.0687996395929364, -3.6823989597074407, -0.2552002694133698, -1.8719992871675863, -1.0392003073004612, -1.1592001261874085, 0.23600013437519662]",56.94000000000962
